,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,SUBCATEGORIA,PROPIETARIO,ID_DISTRITO,SHAPE
197,201,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492429.93369999994, 1098759.3298000004], [492425.3530000001, 1098760.8197000008], [492423.42229999974, 1098761.4477999993], [492434.48589999974, 1098792.7632999998], [492436.3145000003, 1098792.0494], [492441.9121000003, 1098789.8588999994], [492436.10309999995, 1098775.0534000006], [492429.93369999994, 1098759.3298000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
198,202,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492305.0443000002, 1098738.8377999999], [492334.7132000001, 1098728.9847], [492336.02699999977, 1098733.2544], [492354.96690000035, 1098728.2182999998], [492350.4781999998, 1098707.1983000003], [492330.6624999996, 1098712.7817000002], [492331.3192999996, 1098716.0660999995], [492301.3219999997, 1098725.5908000004], [492305.0443000002, 1098738.8377999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
199,203,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492469.1646999996, 1098810.2366000004], [492475.7209000001, 1098807.5237000007], [492474.4095999999, 1098803.9968999997], [492472.05840000045, 1098797.8476], [492465.4117999999, 1098800.7413999997], [492469.1646999996, 1098810.2366000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
200,204,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492449.25769999996, 1098772.7320000008], [492449.1487999996, 1098772.7794000003], [492448.6687000003, 1098771.4191999994], [492444.18790000025, 1098773.0995000005], [492443.6545000002, 1098772.0328000002], [492436.10309999995, 1098775.0534000006], [492441.9121000003, 1098789.8588999994], [492443.0025000004, 1098789.4320999999], [492443.3808000004, 1098789.288899999], [492449.72059999965, 1098786.8146000002], [492448.68340000045, 1098784.7764999997], [492453.0230999999, 1098783.1193000004], [492454.0499999998, 1098785.1275999993], [492459.3197999997, 1098783.0675000008], [492464.58970000036, 1098781.0074000005], [492464.6003999999, 1098781.0331999995], [492465.52529999986, 1098780.6492999997], [492462.1955000004, 1098772.7128999997], [492451.4671, 1098776.8351000007], [492449.25769999996, 1098772.7320000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
201,205,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492437.3881000001, 1098656.5670999996], [492436.7352999998, 1098655.0648999996], [492438.7346999999, 1098654.1678999998], [492438.1506000003, 1098652.5252], [492445.30590000004, 1098649.6641000006], [492443.5728000002, 1098645.7745999992], [492441.2690000003, 1098640.6118], [492424.8934000004, 1098647.711100001], [492430.2137000002, 1098659.5384], [492433.80090000015, 1098658.0527], [492437.3881000001, 1098656.5670999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
202,206,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492447.56630000006, 1098682.7295999993], [492447.5820000004, 1098682.7226], [492450.77520000003, 1098681.3055000007], [492449.25299999956, 1098677.5339000002], [492452.5577999996, 1098676.3056000005], [492453.04640000034, 1098677.3199000005], [492452.3892999999, 1098677.5555000007], [492453.47109999973, 1098680.1126000006], [492458.84640000015, 1098677.6632000003], [492456.6062000003, 1098670.3743999992], [492454.3660000004, 1098663.0855999999], [492450.7340000002, 1098664.5766000003], [492451.2866000002, 1098666.2053999994], [492450.0036000004, 1098666.6405999996], [492448.7114000004, 1098663.9565999992], [492453.87210000027, 1098661.4719999991], [492451.2380999997, 1098652.9058999997], [492450.67179999966, 1098651.0638999995], [492445.8757999996, 1098653.0547000002], [492446.8487999998, 1098655.4493000004], [492447.97080000024, 1098654.9934], [492448.16700000037, 1098655.7106999997], [492448.78560000006, 1098655.6351999994], [492450.57129999995, 1098659.833900001], [492449.44689999986, 1098660.2935000006], [492447.6004999997, 1098656.3211000003], [492445.9919999996, 1098657.0687000006], [492444.5619999999, 1098653.5951000005], [492440.4230000004, 1098655.3112000003], [492441.5268000001, 1098658.0977999996], [492439.70150000043, 1098658.7949], [492438.6508999998, 1098656.0439999998], [492437.3881000001, 1098656.5670999996], [492433.80090000015, 1098658.0527], [492430.2137000002, 1098659.5384], [492432.4285000004, 1098665.3410999998], [492434.67399999965, 1098671.2236000001], [492437.8004999999, 1098678.4514000006], [492440.9269000003, 1098685.6791999992], [492447.56630000006, 1098682.7295999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
203,207,SALUD,CENTRO MÉDICO SALON MULTIUSO CENTRO DE DESARROLLO SOCIAL GUILLERMO PADILLA C.,CENTRO  DESARROLLO SOCIAL G. PADILLA,CLÍNICA,ESTADO,4.0,"{'rings': [[[492340.83019999973, 1097178.8392999992], [492335.7988, 1097179.1863000002], [492333.8903000001, 1097179.3597999997], [492331.6348000001, 1097154.8967000004], [492320.3574999999, 1097155.5907000005], [492323.13350000046, 1097194.1070000008], [492334.5843000002, 1097193.4130000006], [492341.2670999998, 1097192.8721999992], [492340.83019999973, 1097178.8392999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
204,208,SALUD,CENTRO MÉDICO SALON MULTIUSO CENTRO DE DESARROLLO SOCIAL GUILLERMO PADILLA C.,CENTRO  DESARROLLO SOCIAL G. PADILLA,CLÍNICA,ESTADO,4.0,"{'rings': [[[492340.83019999973, 1097178.8392999992], [492341.2670999998, 1097192.8721999992], [492364.59920000006, 1097190.9839999992], [492363.3847000003, 1097176.9308000002], [492340.83019999973, 1097178.8392999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
205,209,SALUD,CENTRO MÉDICO SALON MULTIUSO CENTRO DE DESARROLLO SOCIAL GUILLERMO PADILLA C.,CENTRO  DESARROLLO SOCIAL G. PADILLA,CLÍNICA,ESTADO,4.0,"{'rings': [[[492340.83019999973, 1097178.8392999992], [492341.00370000023, 1097175.7162999995], [492350.199, 1097174.8487999998], [492349.1579999998, 1097160.2751000002], [492334.4107999997, 1097161.6631000005], [492335.7988, 1097179.1863000002], [492340.83019999973, 1097178.8392999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
206,212,SALUD,CLÍNICA DE SERVICIOS MÉDICOS CON HOSPITALIZACIÓN CLÍNICA BÍBLICA,CLÍNICA BÍBLICA,CLÍNICA,PRIVADO,4.0,"{'rings': [[[491410.54509999976, 1097712.8186000008], [491407.89300000016, 1097691.9810000006], [491392.7653000001, 1097693.1381], [491393.6710999999, 1097712.8186000008], [491410.54509999976, 1097712.8186000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
207,213,SALUD,CLÍNICA DE SERVICIOS MÉDICOS CON HOSPITALIZACIÓN CLÍNICA BÍBLICA,CLÍNICA BÍBLICA,CLÍNICA,PRIVADO,4.0,"{'rings': [[[491381.38040000014, 1097694.0088999998], [491379.57349999994, 1097696.0867999997], [491380.25380000006, 1097716.9036999997], [491393.8222000003, 1097716.0997000001], [491393.6710999999, 1097712.8186000008], [491392.7653000001, 1097693.1381], [491381.38040000014, 1097694.0088999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
208,215,SALUD,CLÍNICA DE SERVICIOS MÉDICOS CON HOSPITALIZACIÓN CLÍNICA BÍBLICA,CLÍNICA BÍBLICA,CLÍNICA,PRIVADO,4.0,"{'rings': [[[491381.2698999997, 1097726.0559999999], [491394.4255999997, 1097725.2377000004], [491393.9008999998, 1097717.2928999998], [491380.29059999995, 1097718.0585999992], [491381.2698999997, 1097726.0559999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
209,216,SALUD,HOSPITAL CLÍNICA METROPOLITANA,CLÍN. METROPOLITANA,CLÍNICA,PRIVADO,3.0,"{'rings': [[[490644.9118999997, 1098163.5549999997], [490644.63680000044, 1098132.1958000008], [490612.55310000014, 1098133.9123], [490613.3534000004, 1098147.2798999995], [490614.11450000014, 1098163.7783000004], [490614.17650000006, 1098165.1236000005], [490625.5433, 1098164.4085000008], [490644.9118999997, 1098163.5549999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
210,217,SALUD,HOSPITAL CLÍNICA METROPOLITANA,CLÍN. METROPOLITANA,CLÍNICA,PRIVADO,3.0,"{'rings': [[[490612.55310000014, 1098133.9123], [490644.63680000044, 1098132.1958000008], [490644.9118999997, 1098163.5549999997], [490645.5005999999, 1098163.5291000009], [490653.8841000004, 1098163.1063], [490652.02550000045, 1098126.2562000006], [490639.5761000002, 1098126.8280999996], [490639.54229999986, 1098125.3003000002], [490612.10670000035, 1098126.4569000006], [490612.55310000014, 1098133.9123]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
211,218,SALUD,CLÍNICA CENTRAL,CLÍNICA CENTRAL,CLÍNICA,ESTADO,1.0,"{'rings': [[[492245.4961000001, 1098722.3427000009], [492255.74120000005, 1098718.7698999997], [492264.5493000001, 1098715.4485], [492279.54169999994, 1098709.6834999993], [492270.76300000027, 1098681.3988000005], [492268.1986999996, 1098679.3860999998], [492234.02249999996, 1098686.6241999995], [492245.4961000001, 1098722.3427000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
212,219,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492401.54700000025, 1098900.5256999992], [492400.4633999998, 1098897.6230999995], [492406.9519999996, 1098895.1190000009], [492404.36849999987, 1098888.4245999996], [492404.3057000004, 1098888.4496999998], [492391.4978, 1098893.5691], [492395.1478000004, 1098902.9145999998], [492401.54700000025, 1098900.5256999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
213,220,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492441.60170000046, 1098916.3279999997], [492440.33210000023, 1098912.8837000001], [492440.9199999999, 1098912.728599999], [492439.4060000004, 1098908.7672000006], [492437.8920999998, 1098904.8057000004], [492437.2348999996, 1098905.0314000007], [492435.93759999983, 1098901.8270999994], [492430.64300000016, 1098903.9174000006], [492425.3485000003, 1098906.0077], [492430.7725999998, 1098920.4806999993], [492441.60170000046, 1098916.3279999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
214,221,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492418.8114, 1098926.0911999997], [492414.6825000001, 1098915.0437000003], [492404.3735999996, 1098919.3595000003], [492404.37009999994, 1098919.3608999997], [492397.99540000036, 1098921.8354000002], [492401.44070000015, 1098932.8507000003], [492409.33380000014, 1098929.8984999992], [492410.8373999996, 1098929.3212000001], [492418.8114, 1098926.0911999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
215,222,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492410.2388000004, 1098904.2811999992], [492407.8633000003, 1098898.0066999998], [492392.04339999985, 1098905.0822], [492394.7133999998, 1098910.0218000002], [492410.2388000004, 1098904.2811999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
216,223,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492392.06039999984, 1098858.7529000007], [492391.93510000035, 1098858.4717999995], [492391.74739999976, 1098858.2063999996], [492391.5597000001, 1098857.9722000007], [492391.30950000044, 1098857.7537999991], [492391.05929999985, 1098857.5508999992], [492390.8091000002, 1098857.3793000001], [492390.2463999996, 1098857.1300000008], [492389.9338999996, 1098857.0522000007], [492389.6213999996, 1098857.0055999998], [492389.3088999996, 1098856.9902999997], [492388.87150000036, 1098857.0533000007], [492365.8208999997, 1098866.0607999992], [492366.57299999986, 1098868.2004000004], [492366.7616999997, 1098868.7767999992], [492367.8276000004, 1098868.7754999995], [492378.0016999999, 1098898.7723999992], [492386.09389999975, 1098895.7479999997], [492404.1683, 1098887.6301000006], [492396.9156999998, 1098868.7402], [492392.06039999984, 1098858.7529000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
217,224,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492325.15940000024, 1098641.3706999999], [492327.12930000015, 1098633.9021000005], [492318.2745000003, 1098631.5451999996], [492318.4238, 1098630.9845000003], [492313.64690000005, 1098629.7241999991], [492313.3373999996, 1098630.8901000004], [492310.7561999997, 1098630.2048000004], [492309.2337999996, 1098635.9551999997], [492301.07270000037, 1098633.8483000007], [492301.0702999998, 1098633.8465], [492302.22360000014, 1098628.7436999995], [492297.26740000024, 1098627.6892000008], [492297.2591000004, 1098627.6654000003], [492288.0044, 1098627.0812999997], [492287.6919, 1098624.1122999992], [492275.8831000002, 1098622.4437000006], [492268.6951000001, 1098624.4974000007], [492275.6264000004, 1098642.7240999993], [492273.82940000016, 1098643.4942000005], [492280.1189000001, 1098662.2343000006], [492293.85309999995, 1098658.3836000003], [492292.3128000004, 1098653.3776999991], [492296.8053000001, 1098651.323999999], [492298.0888, 1098654.7895999998], [492304.89169999957, 1098651.9658000004], [492306.30370000005, 1098658.1269000005], [492320.16619999986, 1098654.6612999998], [492318.8826000001, 1098648.7568999995], [492307.45889999997, 1098651.8374000005], [492306.43200000003, 1098647.7300000004], [492305.1485000001, 1098647.9867000002], [492304.1216000002, 1098643.7509000003], [492297.70380000025, 1098646.1897], [492297.1902999999, 1098644.0076000001], [492290.0022999998, 1098647.2166000009], [492288.8470999999, 1098644.6493999995], [492287.94859999977, 1098645.0344999991], [492285.76659999974, 1098639.0017000008], [492287.1785000004, 1098638.1031999998], [492285.12480000034, 1098631.6853999998], [492288.42360000033, 1098631.4316000007], [492288.4327999996, 1098631.4383000005], [492296.4283999996, 1098629.8806999996], [492296.4698999999, 1098629.8584000003], [492297.92250000034, 1098633.5666000005], [492301.0519000003, 1098633.9278999995], [492301.0521999998, 1098633.9266999997], [492309.2103000004, 1098636.0303000007], [492309.21410000045, 1098636.0295000002], [492309.2109000003, 1098636.0415000003], [492316.18900000025, 1098637.8860999998], [492315.9135999996, 1098638.9287], [492325.15940000024, 1098641.3706999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
218,225,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484543.0038999999, 1100775.8175000008], [484542.2742999997, 1100786.7227999996], [484547.9271, 1100787.1579999998], [484548.8256000001, 1100776.0375999995], [484543.0038999999, 1100775.8175000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
219,226,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484911.0444, 1100475.4614000004], [484910.89439999964, 1100473.2107999995], [484902.3519000001, 1100473.7908999994], [484902.50189999957, 1100476.0415000003], [484911.0444, 1100475.4614000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
220,227,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484826.6244999999, 1100480.9306000005], [484815.5588999996, 1100466.4565999992], [484811.21669999976, 1100469.8650000002], [484821.0217000004, 1100482.7048000004], [484826.6244999999, 1100480.9306000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
221,228,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484920.61730000004, 1100478.3522999994], [484917.5362999998, 1100478.3323], [484917.4561999999, 1100488.7354000006], [484920.53720000014, 1100488.7554000001], [484920.61730000004, 1100478.3522999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
222,229,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484896.4798999997, 1100506.2303999998], [484896.30989999976, 1100501.9591000006], [484890.9183, 1100502.1791999992], [484891.09839999955, 1100506.4803999998], [484896.4798999997, 1100506.2303999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
223,230,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484891.09839999955, 1100506.4803999998], [484890.9183, 1100502.1791999992], [484896.30989999976, 1100501.9591000006], [484896.4798999997, 1100506.2303999998], [484905.1124999998, 1100505.8202999998], [484904.70239999983, 1100497.2178000007], [484895.57969999965, 1100497.6479000002], [484895.4996999996, 1100496.0874000005], [484890.9283999996, 1100496.3073999994], [484891.0083999997, 1100497.9079], [484883.1760999998, 1100498.2880000006], [484883.5761000002, 1100506.8405000009], [484891.09839999955, 1100506.4803999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
224,231,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484966.34059999976, 1100496.0479000006], [484955.57739999983, 1100495.4076000005], [484954.82710000034, 1100508.2114000004], [484965.5903000003, 1100508.8416000009], [484966.34059999976, 1100496.0479000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
225,232,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484916.98599999957, 1100508.5011999998], [484916.5959000001, 1100503.3197000008], [484909.8239000002, 1100503.8398000002], [484910.2240000004, 1100509.0212999992], [484916.98599999957, 1100508.5011999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
226,233,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484776.1942999996, 1100523.9748], [484770.7728000004, 1100523.4646000005], [484770.3225999996, 1100528.6561999992], [484772.05310000014, 1100528.8462000005], [484771.56290000025, 1100535.3081], [484777.7446999997, 1100535.8783], [484777.57469999976, 1100537.4587999992], [484783.4863999998, 1100537.8890000004], [484783.9265999999, 1100532.8575], [484782.5262000002, 1100532.6574000008], [484783.07639999967, 1100525.6152999997], [484776.11429999955, 1100524.9351000004], [484776.1942999996, 1100523.9748]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
227,234,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484915.41530000046, 1100536.169399999], [484902.64159999974, 1100531.2577999998], [484900.9009999996, 1100536.0091999993], [484903.75189999957, 1100537.2295999993], [484903.0617000004, 1100539.2002000008], [484912.72449999955, 1100542.9212999996], [484913.18460000027, 1100541.761], [484914.7150999997, 1100537.9099000003], [484915.41530000046, 1100536.169399999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
228,235,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484900.591, 1100528.9371000007], [484887.30709999986, 1100527.7467], [484885.4463999998, 1100547.6225000005], [484886.7268000003, 1100547.7425999995], [484890.8679999998, 1100548.1027000006], [484897.30989999976, 1100548.6629000008], [484898.87040000036, 1100548.8029999994], [484899.0703999996, 1100546.452299999], [484900.591, 1100528.9371000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
229,236,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484656.1387, 1100552.1523000002], [484655.25850000046, 1100552.0823], [484655.2385, 1100552.2622999996], [484654.64829999954, 1100558.5642000008], [484690.0887000002, 1100561.1552000009], [484690.44880000036, 1100554.8033000007], [484683.4667999996, 1100554.2631], [484680.29590000026, 1100554.023], [484677.80510000046, 1100553.8230000008], [484674.26410000026, 1100553.5528999995], [484671.7533, 1100553.3628000002], [484668.29229999986, 1100553.0927000009], [484665.7715999996, 1100552.8926], [484661.4902999997, 1100552.5625], [484660.53000000026, 1100552.4923999999], [484656.1387, 1100552.1523000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
230,237,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484802.0516999997, 1100565.2872000001], [484797.9304999998, 1100565.0171000008], [484797.6704000002, 1100568.8582000006], [484801.7715999996, 1100569.1183000002], [484802.0516999997, 1100565.2872000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
231,238,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484787.7073999997, 1100568.4580000006], [484784.81659999955, 1100568.2279000003], [484784.75659999996, 1100569.5283000004], [484787.6074000001, 1100569.7584000006], [484787.7073999997, 1100568.4580000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
232,239,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484797.55030000024, 1100570.5187], [484797.6704000002, 1100568.8582000006], [484797.9304999998, 1100565.0171000008], [484798.4106999999, 1100558.1550999992], [484788.5778000001, 1100557.4548000004], [484787.7073999997, 1100568.4580000006], [484787.6074000001, 1100569.7584000006], [484787.5974000003, 1100569.9584999997], [484797.55030000024, 1100570.6286999993], [484797.55030000024, 1100570.5187]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
233,240,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484801.7715999996, 1100569.1183000002], [484797.6704000002, 1100568.8582000006], [484797.55030000024, 1100570.5187], [484801.6514999997, 1100570.8088000007], [484801.7715999996, 1100569.1183000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
234,241,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484595.5109000001, 1100546.5201999992], [484595.3208999997, 1100543.4892999995], [484589.3091000002, 1100543.9093999993], [484589.46910000034, 1100546.5101999994], [484589.4291000003, 1100546.9703000002], [484587.10819999967, 1100578.9597999994], [484586.98819999956, 1100580.6903000008], [484592.2297, 1100581.1503999997], [484593.02990000043, 1100581.2204999998], [484595.33079999965, 1100549.0209999997], [484595.5109000001, 1100546.5201999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
235,242,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484687.0278000003, 1100563.6459], [484654.2581000002, 1100560.9948999994], [484652.8876, 1100579.1202000007], [484685.79729999974, 1100581.451199999], [484687.0278000003, 1100563.6459]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
236,243,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484784.9167999998, 1100546.7215999998], [484767.84169999976, 1100545.5210999995], [484766.8113000002, 1100559.2051], [484764.71050000004, 1100587.2434], [484765.7608000003, 1100587.3134000003], [484782.29569999967, 1100588.5439], [484783.4260999998, 1100572.8092999998], [484784.57660000026, 1100557.0245999992], [484785.3169, 1100546.7515999991], [484784.9167999998, 1100546.7215999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
237,244,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484801.41139999963, 1100573.979699999], [484789.2679000003, 1100573.1593999993], [484788.1573999999, 1100588.9941000007], [484800.26099999994, 1100589.8044000007], [484801.41139999963, 1100573.979699999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
238,245,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484827.5991000002, 1100589.1843999997], [484825.28839999996, 1100586.6336000003], [484822.09750000015, 1100587.3237999994], [484820.80709999986, 1100590.7148000002], [484823.1776999999, 1100593.455600001], [484826.5887000002, 1100592.5154], [484827.5991000002, 1100589.1843999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
